filename,width,height,class,xmin,ymin,xmax,ymax
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,v13,293,360,313,382
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,v14,325,360,349,382
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,v12,367,364,389,384
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,v2,409,359,431,368
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,t4,444,358,464,369
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,v16,484,359,502,370
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,t0,526,360,537,369
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,t1,560,361,579,372
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,t2,595,358,617,372
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,t3,635,361,650,371
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,v3,664,359,685,370
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,v4,697,358,721,370
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,v5,736,359,756,371
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,v6,771,360,792,371
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,v7,811,382,825,392
ST03021_bmp.rf.02f4609cbfa1915b57f0c98e49d52e6b.jpg,1080,1080,v8,843,381,856,392
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c0,53,198,71,213
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c1,88,198,107,216
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c2,125,200,150,215
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c3,164,200,188,216
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c4,203,201,227,217
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c5,242,200,267,217
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c6,284,198,304,217
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c7,321,200,340,217
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c8,359,200,379,217
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c9,397,199,420,216
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c10,430,194,459,218
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c11,466,201,495,217
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c12,515,200,543,219
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c13,551,202,576,224
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c14,586,199,616,225
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c15,625,200,652,223
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c16,664,203,696,219
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c17,707,204,743,220
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c18,756,204,785,220
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c19,792,203,822,217
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c20,835,202,863,219
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c21,877,202,900,219
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c22,912,203,936,221
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c23,52,264,73,284
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c24,85,266,115,285
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c25,125,266,148,285
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c26,165,260,186,285
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c27,201,267,223,285
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c28,243,262,265,286
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c29,280,267,306,284
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c30,322,265,349,283
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c31,361,265,388,287
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c32,398,270,425,288
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c33,441,270,462,289
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c34,473,267,491,286
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c35,509,268,528,286
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c36,542,268,562,288
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c37,581,266,607,286
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c38,625,269,653,287
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c39,665,264,686,284
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c40,699,267,726,289
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c41,742,268,770,288
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c42,780,268,800,286
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,c43,815,265,844,284
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v18,857,269,886,290
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v19,897,269,921,291
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v0,55,353,79,377
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v1,88,359,106,377
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v17,122,362,147,381
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v15,161,362,182,382
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v9,195,362,218,379
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v10,225,361,253,380
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v11,257,353,289,378
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v13,295,352,325,379
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v14,331,356,359,379
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v12,369,356,397,379
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v2,420,351,446,362
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,t4,453,354,475,364
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v16,495,352,507,364
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,t0,530,354,543,365
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,t1,564,354,590,365
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,t2,597,354,622,366
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,t3,639,356,658,366
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v3,666,354,693,365
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v4,713,357,731,364
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v5,745,356,770,366
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v6,781,356,806,366
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v7,834,375,845,387
WD010111_bmp.rf.0848fc5d3ee31ab9e52d5722e79b8d25.jpg,1080,1080,v8,865,375,881,387
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v0,31,963,57,985
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v0,31,1036,55,1058
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v1,66,963,96,986
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v1,74,1034,95,1058
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v12,367,1037,396,1057
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v12,362,961,397,985
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v9,179,964,209,986
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v9,184,1037,208,1055
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v10,216,1037,242,1057
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v10,219,963,251,986
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v11,260,956,287,986
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v11,258,1028,284,1056
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v13,296,1033,322,1057
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v13,294,958,322,985
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v14,322,960,357,983
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v14,325,1031,359,1055
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v17,106,1039,135,1058
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v17,102,963,132,986
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v15,135,963,168,988
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v15,141,1038,166,1060
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v2,413,957,438,967
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v2,421,1030,437,1040
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,t4,453,955,474,969
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,t4,447,1028,472,1040
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v16,491,955,515,969
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v16,495,1028,516,1040
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,t0,532,956,548,968
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,t0,536,1027,551,1038
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,t1,565,955,592,967
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,t1,581,1026,600,1039
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,t2,608,954,635,968
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,t2,613,1025,640,1039
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,t3,650,955,668,968
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,t3,659,1025,677,1036
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v3,681,956,701,966
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v3,694,1027,711,1037
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v4,720,955,743,965
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v4,728,1026,748,1038
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v5,765,953,784,965
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v5,765,1026,785,1037
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v6,804,953,824,965
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v6,806,1025,827,1037
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v7,848,974,869,988
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v7,852,1048,869,1061
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v8,879,973,903,988
is09004_bmp.rf.097969120930b12db1c5faf81bcda3ca.jpg,1080,1080,v8,887,1047,903,1061
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c0,198,227,248,287
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c1,244,231,285,285
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c2,283,229,330,282
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c3,325,225,378,286
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c5,374,229,428,285
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c6,424,228,459,281
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c7,455,225,499,286
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c8,500,228,546,286
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c9,546,230,588,287
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c10,588,229,640,287
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c11,639,228,694,285
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c12,691,228,747,285
Nura-bubblegum-3_jpg.rf.0c2d5e179e7fd7da1c05a9c60653d70a.jpg,1080,1080,c13,745,219,793,293
